2017-07-28 16:18:13,157 [Thread-3:140103913568000] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `shop_shopsales`.`id`, `shop_shopsales`.`saleName`, `shop_shopsales`.`saleDese`, `shop_shopsales`.`salePrice`, `shop_shopsales`.`saleImg`, `shop_shopsales`.`index` FROM `shop_shopsales` LIMIT 4 OFFSET 4; args=()
2017-07-30 08:58:30,149 [Thread-24:140644418582272] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = '06jg170xco8altff56v80q25kmzgnbz1' AND `django_session`.`expire_date` > '2017-07-30 00:58:30.148133'); args=('06jg170xco8altff56v80q25kmzgnbz1', u'2017-07-30 00:58:30.148133')
2017-07-30 08:58:30,152 [Thread-24:140644418582272] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2017-07-30 08:58:30,187 [Thread-24:140644418582272] [django.db.backends:89] [utils:execute] [DEBUG]- (0.031) SELECT `blog_article`.`id`, `blog_article`.`title`, `blog_article`.`desc`, `blog_article`.`img`, `blog_article`.`content`, `blog_article`.`click_count`, `blog_article`.`is_recommend`, `blog_article`.`date_publish`, `blog_article`.`user_id`, `blog_article`.`collect_count`, `blog_article`.`category_id` FROM `blog_article` ORDER BY `blog_article`.`date_publish` DESC; args=()
2017-07-30 08:58:30,192 [Thread-24:140644418582272] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `phone_auth_userinfo`.`id`, `phone_auth_userinfo`.`avatar`, `phone_auth_userinfo`.`name`, `phone_auth_userinfo`.`password`, `phone_auth_userinfo`.`email`, `phone_auth_userinfo`.`phoneNumber`, `phone_auth_userinfo`.`addr`, `phone_auth_userinfo`.`regDate`, `phone_auth_userinfo`.`isDelete`, `phone_auth_userinfo`.`extra` FROM `phone_auth_userinfo` WHERE `phone_auth_userinfo`.`id` = 1; args=(1,)
2017-07-30 08:58:30,196 [Thread-24:140644418582272] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `phone_auth_userinfo`.`id`, `phone_auth_userinfo`.`avatar`, `phone_auth_userinfo`.`name`, `phone_auth_userinfo`.`password`, `phone_auth_userinfo`.`email`, `phone_auth_userinfo`.`phoneNumber`, `phone_auth_userinfo`.`addr`, `phone_auth_userinfo`.`regDate`, `phone_auth_userinfo`.`isDelete`, `phone_auth_userinfo`.`extra` FROM `phone_auth_userinfo` WHERE `phone_auth_userinfo`.`id` = 1; args=(1,)
2017-07-30 08:58:30,201 [Thread-24:140644418582272] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `phone_auth_userinfo`.`id`, `phone_auth_userinfo`.`avatar`, `phone_auth_userinfo`.`name`, `phone_auth_userinfo`.`password`, `phone_auth_userinfo`.`email`, `phone_auth_userinfo`.`phoneNumber`, `phone_auth_userinfo`.`addr`, `phone_auth_userinfo`.`regDate`, `phone_auth_userinfo`.`isDelete`, `phone_auth_userinfo`.`extra` FROM `phone_auth_userinfo` WHERE `phone_auth_userinfo`.`id` = 1; args=(1,)
2017-07-30 08:58:30,204 [Thread-24:140644418582272] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `phone_auth_userinfo`.`id`, `phone_auth_userinfo`.`avatar`, `phone_auth_userinfo`.`name`, `phone_auth_userinfo`.`password`, `phone_auth_userinfo`.`email`, `phone_auth_userinfo`.`phoneNumber`, `phone_auth_userinfo`.`addr`, `phone_auth_userinfo`.`regDate`, `phone_auth_userinfo`.`isDelete`, `phone_auth_userinfo`.`extra` FROM `phone_auth_userinfo` WHERE `phone_auth_userinfo`.`id` = 1; args=(1,)
2017-07-30 08:58:30,210 [Thread-24:140644418582272] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `xphone_product`.`id`, `xphone_product`.`proName` FROM `xphone_product`; args=()
2017-07-30 08:58:30,212 [Thread-24:140644418582272] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `xphone_about`.`id`, `xphone_about`.`name` FROM `xphone_about`; args=()
2017-07-30 08:58:30,214 [Thread-24:140644418582272] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `xphone_server`.`id`, `xphone_server`.`name` FROM `xphone_server`; args=()
2017-07-30 08:58:31,261 [Thread-25:140644418582272] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2017-07-30 08:58:31,262 [Thread-25:140644418582272] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `xphone_navbars`.`id`, `xphone_navbars`.`NavName`, `xphone_navbars`.`url`, `xphone_navbars`.`english`, `xphone_navbars`.`NavLog`, `xphone_navbars`.`NavImg` FROM `xphone_navbars`; args=()
2017-07-30 08:58:31,271 [Thread-25:140644418582272] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = '06jg170xco8altff56v80q25kmzgnbz1' AND `django_session`.`expire_date` > '2017-07-30 00:58:31.269585'); args=('06jg170xco8altff56v80q25kmzgnbz1', u'2017-07-30 00:58:31.269585')
2017-07-30 08:58:31,275 [Thread-25:140644418582272] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2017-07-30 08:58:31,277 [Thread-25:140644418582272] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `xphone_product`.`id`, `xphone_product`.`proName` FROM `xphone_product`; args=()
2017-07-30 08:58:31,279 [Thread-25:140644418582272] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `xphone_about`.`id`, `xphone_about`.`name` FROM `xphone_about`; args=()
2017-07-30 08:58:31,281 [Thread-25:140644418582272] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `xphone_server`.`id`, `xphone_server`.`name` FROM `xphone_server`; args=()
2017-07-30 08:58:32,588 [Thread-26:140644418582272] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2017-07-30 08:58:32,589 [Thread-26:140644418582272] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `xphone_navbars`.`id`, `xphone_navbars`.`NavName`, `xphone_navbars`.`url`, `xphone_navbars`.`english`, `xphone_navbars`.`NavLog`, `xphone_navbars`.`NavImg` FROM `xphone_navbars`; args=()
2017-07-30 08:58:32,597 [Thread-26:140644418582272] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = '06jg170xco8altff56v80q25kmzgnbz1' AND `django_session`.`expire_date` > '2017-07-30 00:58:32.595370'); args=('06jg170xco8altff56v80q25kmzgnbz1', u'2017-07-30 00:58:32.595370')
2017-07-30 08:58:32,600 [Thread-26:140644418582272] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2017-07-30 08:58:32,605 [Thread-26:140644418582272] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_article`.`id`, `blog_article`.`title`, `blog_article`.`desc`, `blog_article`.`img`, `blog_article`.`content`, `blog_article`.`click_count`, `blog_article`.`is_recommend`, `blog_article`.`date_publish`, `blog_article`.`user_id`, `blog_article`.`collect_count`, `blog_article`.`category_id` FROM `blog_article` ORDER BY `blog_article`.`date_publish` DESC; args=()
2017-07-30 08:58:32,609 [Thread-26:140644418582272] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `phone_auth_userinfo`.`id`, `phone_auth_userinfo`.`avatar`, `phone_auth_userinfo`.`name`, `phone_auth_userinfo`.`password`, `phone_auth_userinfo`.`email`, `phone_auth_userinfo`.`phoneNumber`, `phone_auth_userinfo`.`addr`, `phone_auth_userinfo`.`regDate`, `phone_auth_userinfo`.`isDelete`, `phone_auth_userinfo`.`extra` FROM `phone_auth_userinfo` WHERE `phone_auth_userinfo`.`id` = 1; args=(1,)
2017-07-30 08:58:32,613 [Thread-26:140644418582272] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `phone_auth_userinfo`.`id`, `phone_auth_userinfo`.`avatar`, `phone_auth_userinfo`.`name`, `phone_auth_userinfo`.`password`, `phone_auth_userinfo`.`email`, `phone_auth_userinfo`.`phoneNumber`, `phone_auth_userinfo`.`addr`, `phone_auth_userinfo`.`regDate`, `phone_auth_userinfo`.`isDelete`, `phone_auth_userinfo`.`extra` FROM `phone_auth_userinfo` WHERE `phone_auth_userinfo`.`id` = 1; args=(1,)
2017-07-30 08:58:32,617 [Thread-26:140644418582272] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `phone_auth_userinfo`.`id`, `phone_auth_userinfo`.`avatar`, `phone_auth_userinfo`.`name`, `phone_auth_userinfo`.`password`, `phone_auth_userinfo`.`email`, `phone_auth_userinfo`.`phoneNumber`, `phone_auth_userinfo`.`addr`, `phone_auth_userinfo`.`regDate`, `phone_auth_userinfo`.`isDelete`, `phone_auth_userinfo`.`extra` FROM `phone_auth_userinfo` WHERE `phone_auth_userinfo`.`id` = 1; args=(1,)
2017-07-30 08:58:32,621 [Thread-26:140644418582272] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `phone_auth_userinfo`.`id`, `phone_auth_userinfo`.`avatar`, `phone_auth_userinfo`.`name`, `phone_auth_userinfo`.`password`, `phone_auth_userinfo`.`email`, `phone_auth_userinfo`.`phoneNumber`, `phone_auth_userinfo`.`addr`, `phone_auth_userinfo`.`regDate`, `phone_auth_userinfo`.`isDelete`, `phone_auth_userinfo`.`extra` FROM `phone_auth_userinfo` WHERE `phone_auth_userinfo`.`id` = 1; args=(1,)
2017-07-30 08:58:32,627 [Thread-26:140644418582272] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `xphone_product`.`id`, `xphone_product`.`proName` FROM `xphone_product`; args=()
2017-07-30 08:58:32,629 [Thread-26:140644418582272] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `xphone_about`.`id`, `xphone_about`.`name` FROM `xphone_about`; args=()
2017-07-30 08:58:32,630 [Thread-26:140644418582272] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `xphone_server`.`id`, `xphone_server`.`name` FROM `xphone_server`; args=()
2017-07-30 08:58:34,346 [Thread-27:140644418582272] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2017-07-30 08:58:34,347 [Thread-27:140644418582272] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `xphone_navbars`.`id`, `xphone_navbars`.`NavName`, `xphone_navbars`.`url`, `xphone_navbars`.`english`, `xphone_navbars`.`NavLog`, `xphone_navbars`.`NavImg` FROM `xphone_navbars`; args=()
2017-07-30 08:58:34,356 [Thread-27:140644418582272] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = '06jg170xco8altff56v80q25kmzgnbz1' AND `django_session`.`expire_date` > '2017-07-30 00:58:34.354581'); args=('06jg170xco8altff56v80q25kmzgnbz1', u'2017-07-30 00:58:34.354581')
2017-07-30 08:58:34,359 [Thread-27:140644418582272] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2017-07-30 08:58:34,391 [Thread-27:140644418582272] [django.db.backends:89] [utils:execute] [DEBUG]- (0.028) SELECT `blog_article`.`id`, `blog_article`.`title`, `blog_article`.`desc`, `blog_article`.`img`, `blog_article`.`content`, `blog_article`.`click_count`, `blog_article`.`is_recommend`, `blog_article`.`date_publish`, `blog_article`.`user_id`, `blog_article`.`collect_count`, `blog_article`.`category_id` FROM `blog_article` ORDER BY `blog_article`.`date_publish` DESC; args=()
2017-07-30 08:58:34,395 [Thread-27:140644418582272] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `phone_auth_userinfo`.`id`, `phone_auth_userinfo`.`avatar`, `phone_auth_userinfo`.`name`, `phone_auth_userinfo`.`password`, `phone_auth_userinfo`.`email`, `phone_auth_userinfo`.`phoneNumber`, `phone_auth_userinfo`.`addr`, `phone_auth_userinfo`.`regDate`, `phone_auth_userinfo`.`isDelete`, `phone_auth_userinfo`.`extra` FROM `phone_auth_userinfo` WHERE `phone_auth_userinfo`.`id` = 1; args=(1,)
2017-07-30 08:58:34,400 [Thread-27:140644418582272] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `phone_auth_userinfo`.`id`, `phone_auth_userinfo`.`avatar`, `phone_auth_userinfo`.`name`, `phone_auth_userinfo`.`password`, `phone_auth_userinfo`.`email`, `phone_auth_userinfo`.`phoneNumber`, `phone_auth_userinfo`.`addr`, `phone_auth_userinfo`.`regDate`, `phone_auth_userinfo`.`isDelete`, `phone_auth_userinfo`.`extra` FROM `phone_auth_userinfo` WHERE `phone_auth_userinfo`.`id` = 1; args=(1,)
2017-07-30 08:58:34,404 [Thread-27:140644418582272] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `phone_auth_userinfo`.`id`, `phone_auth_userinfo`.`avatar`, `phone_auth_userinfo`.`name`, `phone_auth_userinfo`.`password`, `phone_auth_userinfo`.`email`, `phone_auth_userinfo`.`phoneNumber`, `phone_auth_userinfo`.`addr`, `phone_auth_userinfo`.`regDate`, `phone_auth_userinfo`.`isDelete`, `phone_auth_userinfo`.`extra` FROM `phone_auth_userinfo` WHERE `phone_auth_userinfo`.`id` = 1; args=(1,)
2017-07-30 08:58:34,408 [Thread-27:140644418582272] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `phone_auth_userinfo`.`id`, `phone_auth_userinfo`.`avatar`, `phone_auth_userinfo`.`name`, `phone_auth_userinfo`.`password`, `phone_auth_userinfo`.`email`, `phone_auth_userinfo`.`phoneNumber`, `phone_auth_userinfo`.`addr`, `phone_auth_userinfo`.`regDate`, `phone_auth_userinfo`.`isDelete`, `phone_auth_userinfo`.`extra` FROM `phone_auth_userinfo` WHERE `phone_auth_userinfo`.`id` = 1; args=(1,)
2017-07-30 08:58:34,414 [Thread-27:140644418582272] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `xphone_product`.`id`, `xphone_product`.`proName` FROM `xphone_product`; args=()
2017-07-30 08:58:34,417 [Thread-27:140644418582272] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `xphone_about`.`id`, `xphone_about`.`name` FROM `xphone_about`; args=()
2017-07-30 08:58:34,418 [Thread-27:140644418582272] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `xphone_server`.`id`, `xphone_server`.`name` FROM `xphone_server`; args=()
2017-07-30 08:58:35,485 [Thread-28:140644418582272] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2017-07-30 08:58:35,486 [Thread-28:140644418582272] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `xphone_navbars`.`id`, `xphone_navbars`.`NavName`, `xphone_navbars`.`url`, `xphone_navbars`.`english`, `xphone_navbars`.`NavLog`, `xphone_navbars`.`NavImg` FROM `xphone_navbars`; args=()
2017-07-30 08:58:35,495 [Thread-28:140644418582272] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = '06jg170xco8altff56v80q25kmzgnbz1' AND `django_session`.`expire_date` > '2017-07-30 00:58:35.493385'); args=('06jg170xco8altff56v80q25kmzgnbz1', u'2017-07-30 00:58:35.493385')
2017-07-30 08:58:35,498 [Thread-28:140644418582272] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2017-07-30 08:58:35,502 [Thread-28:140644418582272] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `xphone_product`.`id`, `xphone_product`.`proName` FROM `xphone_product`; args=()
2017-07-30 08:58:35,505 [Thread-28:140644418582272] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `xphone_about`.`id`, `xphone_about`.`name` FROM `xphone_about`; args=()
2017-07-30 08:58:35,507 [Thread-28:140644418582272] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `xphone_server`.`id`, `xphone_server`.`name` FROM `xphone_server`; args=()
2017-07-30 08:58:36,220 [Thread-32:140644418582272] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2017-07-30 08:58:36,222 [Thread-32:140644418582272] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `xphone_navbars`.`id`, `xphone_navbars`.`NavName`, `xphone_navbars`.`url`, `xphone_navbars`.`english`, `xphone_navbars`.`NavLog`, `xphone_navbars`.`NavImg` FROM `xphone_navbars`; args=()
2017-07-30 08:58:36,233 [Thread-32:140644418582272] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = '06jg170xco8altff56v80q25kmzgnbz1' AND `django_session`.`expire_date` > '2017-07-30 00:58:36.230300'); args=('06jg170xco8altff56v80q25kmzgnbz1', u'2017-07-30 00:58:36.230300')
2017-07-30 08:58:36,237 [Thread-32:140644418582272] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2017-07-30 08:58:36,359 [Thread-32:140644418582272] [django.db.backends:89] [utils:execute] [DEBUG]- (0.118) SELECT `blog_propic`.`id`, `blog_propic`.`title`, `blog_propic`.`name`, `blog_propic`.`img_url`, `blog_propic`.`index` FROM `blog_propic` ORDER BY `blog_propic`.`id` ASC; args=()
2017-07-30 08:58:36,363 [Thread-32:140644418582272] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `xphone_product`.`id`, `xphone_product`.`proName` FROM `xphone_product`; args=()
2017-07-30 08:58:36,365 [Thread-32:140644418582272] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `xphone_about`.`id`, `xphone_about`.`name` FROM `xphone_about`; args=()
2017-07-30 08:58:36,367 [Thread-32:140644418582272] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `xphone_server`.`id`, `xphone_server`.`name` FROM `xphone_server`; args=()
2017-07-30 08:58:36,931 [Thread-40:140644435629824] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2017-07-30 08:58:36,932 [Thread-40:140644435629824] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `xphone_navbars`.`id`, `xphone_navbars`.`NavName`, `xphone_navbars`.`url`, `xphone_navbars`.`english`, `xphone_navbars`.`NavLog`, `xphone_navbars`.`NavImg` FROM `xphone_navbars`; args=()
2017-07-30 08:58:36,940 [Thread-40:140644435629824] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = '06jg170xco8altff56v80q25kmzgnbz1' AND `django_session`.`expire_date` > '2017-07-30 00:58:36.938790'); args=('06jg170xco8altff56v80q25kmzgnbz1', u'2017-07-30 00:58:36.938790')
2017-07-30 08:58:36,943 [Thread-40:140644435629824] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2017-07-30 08:58:36,948 [Thread-40:140644435629824] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_article`.`id`, `blog_article`.`title`, `blog_article`.`desc`, `blog_article`.`img`, `blog_article`.`content`, `blog_article`.`click_count`, `blog_article`.`is_recommend`, `blog_article`.`date_publish`, `blog_article`.`user_id`, `blog_article`.`collect_count`, `blog_article`.`category_id` FROM `blog_article` ORDER BY `blog_article`.`date_publish` DESC; args=()
2017-07-30 08:58:36,951 [Thread-40:140644435629824] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `phone_auth_userinfo`.`id`, `phone_auth_userinfo`.`avatar`, `phone_auth_userinfo`.`name`, `phone_auth_userinfo`.`password`, `phone_auth_userinfo`.`email`, `phone_auth_userinfo`.`phoneNumber`, `phone_auth_userinfo`.`addr`, `phone_auth_userinfo`.`regDate`, `phone_auth_userinfo`.`isDelete`, `phone_auth_userinfo`.`extra` FROM `phone_auth_userinfo` WHERE `phone_auth_userinfo`.`id` = 1; args=(1,)
2017-07-30 08:58:36,955 [Thread-40:140644435629824] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `phone_auth_userinfo`.`id`, `phone_auth_userinfo`.`avatar`, `phone_auth_userinfo`.`name`, `phone_auth_userinfo`.`password`, `phone_auth_userinfo`.`email`, `phone_auth_userinfo`.`phoneNumber`, `phone_auth_userinfo`.`addr`, `phone_auth_userinfo`.`regDate`, `phone_auth_userinfo`.`isDelete`, `phone_auth_userinfo`.`extra` FROM `phone_auth_userinfo` WHERE `phone_auth_userinfo`.`id` = 1; args=(1,)
2017-07-30 08:58:36,958 [Thread-40:140644435629824] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `phone_auth_userinfo`.`id`, `phone_auth_userinfo`.`avatar`, `phone_auth_userinfo`.`name`, `phone_auth_userinfo`.`password`, `phone_auth_userinfo`.`email`, `phone_auth_userinfo`.`phoneNumber`, `phone_auth_userinfo`.`addr`, `phone_auth_userinfo`.`regDate`, `phone_auth_userinfo`.`isDelete`, `phone_auth_userinfo`.`extra` FROM `phone_auth_userinfo` WHERE `phone_auth_userinfo`.`id` = 1; args=(1,)
2017-07-30 08:58:36,962 [Thread-40:140644435629824] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `phone_auth_userinfo`.`id`, `phone_auth_userinfo`.`avatar`, `phone_auth_userinfo`.`name`, `phone_auth_userinfo`.`password`, `phone_auth_userinfo`.`email`, `phone_auth_userinfo`.`phoneNumber`, `phone_auth_userinfo`.`addr`, `phone_auth_userinfo`.`regDate`, `phone_auth_userinfo`.`isDelete`, `phone_auth_userinfo`.`extra` FROM `phone_auth_userinfo` WHERE `phone_auth_userinfo`.`id` = 1; args=(1,)
2017-07-30 08:58:36,968 [Thread-40:140644435629824] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `xphone_product`.`id`, `xphone_product`.`proName` FROM `xphone_product`; args=()
2017-07-30 08:58:36,970 [Thread-40:140644435629824] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `xphone_about`.`id`, `xphone_about`.`name` FROM `xphone_about`; args=()
2017-07-30 08:58:36,972 [Thread-40:140644435629824] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `xphone_server`.`id`, `xphone_server`.`name` FROM `xphone_server`; args=()
2017-07-30 09:01:43,004 [Thread-44:140644435629824] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2017-07-30 09:01:43,005 [Thread-44:140644435629824] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `xphone_navbars`.`id`, `xphone_navbars`.`NavName`, `xphone_navbars`.`url`, `xphone_navbars`.`english`, `xphone_navbars`.`NavLog`, `xphone_navbars`.`NavImg` FROM `xphone_navbars`; args=()
2017-07-30 09:01:43,014 [Thread-44:140644435629824] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = '06jg170xco8altff56v80q25kmzgnbz1' AND `django_session`.`expire_date` > '2017-07-30 01:01:43.011978'); args=('06jg170xco8altff56v80q25kmzgnbz1', u'2017-07-30 01:01:43.011978')
2017-07-30 09:01:43,016 [Thread-44:140644435629824] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2017-07-30 09:01:43,037 [Thread-44:140644435629824] [django.db.backends:89] [utils:execute] [DEBUG]- (0.016) SELECT `blog_article`.`id`, `blog_article`.`title`, `blog_article`.`desc`, `blog_article`.`img`, `blog_article`.`content`, `blog_article`.`click_count`, `blog_article`.`is_recommend`, `blog_article`.`date_publish`, `blog_article`.`user_id`, `blog_article`.`collect_count`, `blog_article`.`category_id` FROM `blog_article` ORDER BY `blog_article`.`date_publish` DESC; args=()
